Name,link,Move 1,Move 2,Move 3,Move 4,Item,Ability,Nature,EVs
Steenee,https://www.smogon.com/dex/sm/pokemon/steenee/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Tsareena,https://www.smogon.com/dex/sm/pokemon/tsareena/,Rapid Spin,Power Whip,Knock Off,High Jump Kick/Synthesis,Life Orb,Queenly Majesty,Jolly,252 Atk/4 Def/252 Spe/
Comfey,https://www.smogon.com/dex/sm/pokemon/comfey/,Draining Kiss,Giga Drain,Calm Mind,Hidden Power/Hidden Power/Hidden Power,Life Orb,Triage,Modest,236 HP/252 SpA/20 Spe/
Oranguru,https://www.smogon.com/dex/sm/pokemon/oranguru/,Trick Room,Nasty Plot,Psychic,Thunderbolt/Focus Blast,Colbur Berry,Inner Focus,Quiet,0 Spe/
Passimian,https://www.smogon.com/dex/sm/pokemon/passimian/,Close Combat,U-turn,Knock Off,Earthquake/Gunk Shot,Choice Scarf,Defiant,Jolly,252 Atk/4 Def/252 Spe/
Wimpod,https://www.smogon.com/dex/sm/pokemon/wimpod/,Spikes,Taunt,Scald,Aqua Jet,Focus Sash,Wimp Out,Naive,76 Atk/196 Def/36 SpA/196 Spe/
Golisopod,https://www.smogon.com/dex/sm/pokemon/golisopod/,First Impression,Liquidation,Leech Life,Spikes/Aqua Jet,Insect Plate,Emergency Exit,Adamant,168 HP/252 Atk/88 Spe/
Sandygast,https://www.smogon.com/dex/sm/pokemon/sandygast/,Rock Polish,Earth Power,Shadow Ball,Destiny Bond,Berry Juice,Water Compaction,Modest,76 HP/116 SpA/76 SpD/236 Spe/
Ponyta,https://www.smogon.com/dex/sm/pokemon/ponyta/,Fire Blast,Solar Beam,Sunny Day,Morning Sun,Firium Z,Flame Body,Timid,156 Def/156 SpA/196 Spe/
Palossand,https://www.smogon.com/dex/sm/pokemon/palossand/,Stealth Rock,Earth Power,Shadow Ball,Shore Up,Colbur Berry,Water Compaction,Bold,252 HP/252 Def/4 SpD/
Pyukumuku,https://www.smogon.com/dex/sm/pokemon/pyukumuku/,Recover,Spite,Block/Toxic,Block/Rest,Leftovers,Unaware,Bold,248 HP/252 Def/8 SpD/
Type: Null,https://www.smogon.com/dex/sm/pokemon/type: null/,Swords Dance,Return,Rest,Iron Defense/Sleep Talk,Eviolite,Battle Armor,Careful,252 HP/8 Def/248 SpD/
Silvally,https://www.smogon.com/dex/sm/pokemon/silvally/,Swords Dance,Return/Double-Edge,Crunch,Explosion/Flame Charge,Normalium Z,RKS System,Jolly,252 Atk/4 Def/252 Spe/
Silvally-Bug,https://www.smogon.com/dex/sm/pokemon/silvally-bug/,Multi-Attack,U-turn/Parting Shot,Defog,Fire Fang,Bug Memory,RKS System,Jolly,252 Atk/4 SpD/252 Spe/
Silvally-Dark,https://www.smogon.com/dex/sm/pokemon/silvally-dark/,Multi-Attack,Pursuit,U-turn/Parting Shot,Defog,Dark Memory,RKS System,Jolly,252 Atk/4 Def/252 Spe/
Silvally-Dragon,https://www.smogon.com/dex/sm/pokemon/silvally-dragon/,Defog,Draco Meteor,Flamethrower,Parting Shot/U-turn,Dragon Memory,RKS System,Timid,252 SpA/4 SpD/252 Spe/
Silvally-Electric,https://www.smogon.com/dex/sm/pokemon/silvally-electric/,Toxic,Protect,Thunderbolt,Ice Beam,Electric Memory,RKS System,Timid,252 SpA/4 SpD/252 Spe/
Silvally-Fairy,https://www.smogon.com/dex/sm/pokemon/silvally-fairy/,Swords Dance,Multi-Attack,Flame Charge,U-turn,Fairy Memory,RKS System,Jolly,4 HP/252 Atk/252 Spe/
Silvally-Fighting,https://www.smogon.com/dex/sm/pokemon/silvally-fighting/,Swords Dance,Multi-Attack,Shadow Claw,Rock Slide/U-turn,Fighting Memory,RKS System,Jolly,252 Atk/4 Def/252 Spe/
Silvally-Fire,https://www.smogon.com/dex/sm/pokemon/silvally-fire/,Flamethrower,Surf,Parting Shot,Thunderbolt,Fire Memory,RKS System,Timid,252 SpA/4 SpD/252 Spe/
Silvally-Flying,https://www.smogon.com/dex/sm/pokemon/silvally-flying/,Air Slash,Hidden Power,Parting Shot,Defog,Flying Memory,RKS System,Timid,252 SpA/4 SpD/252 Spe/
Silvally-Ghost,https://www.smogon.com/dex/sm/pokemon/silvally-ghost/,Shadow Ball,Parting Shot,Defog,Toxic,Ghost Memory,RKS System,Timid,4 HP/252 SpA/252 Spe/
Silvally-Grass,https://www.smogon.com/dex/sm/pokemon/silvally-grass/,Grass Pledge,Ice Beam/Flamethrower,Defog,Parting Shot/U-turn,Grass Memory,RKS System,Timid,200 HP/124 SpA/184 Spe/
Silvally-Ground,https://www.smogon.com/dex/sm/pokemon/silvally-ground/,Multi-Attack,Toxic,Defog,U-turn,Ground Memory,RKS System,Impish,252 HP/192 Def/64 Spe/
Silvally-Ice,https://www.smogon.com/dex/sm/pokemon/silvally-ice/,Swords Dance,Multi-Attack,Crunch,Parting Shot/Fire Fang,Ice Memory,RKS System,Jolly,252 Atk/4 SpD/252 Spe/
Silvally-Poison,https://www.smogon.com/dex/sm/pokemon/silvally-poison/,Thunderbolt,Ice Beam,Defog,U-turn,Poison Memory,RKS System,Bold,252 HP/200 Def/56 Spe/
Silvally-Psychic,https://www.smogon.com/dex/sm/pokemon/silvally-psychic/,Swords Dance,Multi-Attack,Crunch,U-turn,Psychic Memory,RKS System,Jolly,252 Atk/4 Def/252 Spe/
Silvally-Rock,https://www.smogon.com/dex/sm/pokemon/silvally-rock/,Swords Dance,Multi-Attack,Zen Headbutt,Parting Shot/Fire Fang,Rock Memory,RKS System,Jolly,252 Atk/4 Def/252 Spe/
Silvally-Steel,https://www.smogon.com/dex/sm/pokemon/silvally-steel/,Defog,Flamethrower,Multi-Attack/Toxic,Parting Shot/U-turn,Steel Memory,RKS System,Calm,252 HP/196 SpD/60 Spe/
Silvally-Water,https://www.smogon.com/dex/sm/pokemon/silvally-water/,Surf,Thunderbolt,Flamethrower/Ice Beam,U-turn,Water Memory,RKS System,Modest,252 SpA/4 SpD/252 Spe/
Minior,https://www.smogon.com/dex/sm/pokemon/minior/,Shell Smash,Stone Edge,Earthquake,Acrobatics/Hidden Power,White Herb,Shields Down,Adamant,252 Atk/4 Def/252 Spe/
Komala,https://www.smogon.com/dex/sm/pokemon/komala/,Return,Earthquake/Knock Off,Rapid Spin,U-turn,Assault Vest,Comatose,Adamant,160 HP/252 Atk/96 Spe/
Turtonator,https://www.smogon.com/dex/sm/pokemon/turtonator/,Shell Smash,Fire Blast,Draco Meteor,Dragon Pulse,White Herb,Shell Armor,Timid,252 SpA/4 SpD/252 Spe/
Togedemaru,https://www.smogon.com/dex/sm/pokemon/togedemaru/,U-turn,Zing Zap,Iron Head,Toxic/Nuzzle,Choice Scarf,Lightning Rod,Jolly,252 Atk/4 Def/252 Spe/
Togedemaru-Totem,https://www.smogon.com/dex/sm/pokemon/togedemaru-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Mimikyu,https://www.smogon.com/dex/sm/pokemon/mimikyu/,Swords Dance,Shadow Claw,Play Rough,Shadow Sneak,Ghostium Z,Disguise,Jolly,252 Atk/4 Def/252 Spe/
Mimikyu-Totem,https://www.smogon.com/dex/sm/pokemon/mimikyu-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Bruxish,https://www.smogon.com/dex/sm/pokemon/bruxish/,Psychic Fangs,Aqua Jet,Liquidation,Crunch,Choice Band,Strong Jaw,Adamant,252 Atk/4 Def/252 Spe/
Rapidash,https://www.smogon.com/dex/sm/pokemon/rapidash/,Flare Blitz,Wild Charge,High Horsepower,Toxic,Choice Scarf,Flash Fire,Jolly,252 Atk/4 SpD/252 Spe/
Drampa,https://www.smogon.com/dex/sm/pokemon/drampa/,Calm Mind,Dragon Pulse,Roost,Hyper Voice/Flamethrower,Leftovers,Berserk,Modest,140 HP/252 SpA/116 Spe/
Dhelmise,https://www.smogon.com/dex/sm/pokemon/dhelmise/,Power Whip,Anchor Shot/Heavy Slam,Earthquake,Knock Off,Choice Band,Steelworker,Adamant,52 HP/252 Atk/204 Spe/
Jangmo-o,https://www.smogon.com/dex/sm/pokemon/jangmo-o/,Dragon Dance,Dragon Claw/Outrage,Earthquake,Substitute/Brick Break,Berry Juice,Overcoat,Adamant,236 Atk/236 Spe/
Hakamo-o,https://www.smogon.com/dex/sm/pokemon/hakamo-o/,Dragon Dance,Drain Punch,Dragon Claw/Dragon Tail,Substitute,Eviolite,Overcoat,Adamant,252 HP/72 Atk/184 Spe/
Kommo-o,https://www.smogon.com/dex/sm/pokemon/kommo-o/,Belly Drum,Substitute,Drain Punch,Thunder Punch,Salac Berry,Bulletproof,Jolly,52 HP/204 Atk/252 Spe/
Kommo-o-Totem,https://www.smogon.com/dex/sm/pokemon/kommo-o-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Tapu Koko,https://www.smogon.com/dex/sm/pokemon/tapu koko/,Thunderbolt,Hidden Power/Hidden Power,U-turn/Volt Switch,Roost,Shuca Berry,Electric Surge,Timid,8 HP/4 Def/244 SpA/252 Spe/
Tapu Lele,https://www.smogon.com/dex/sm/pokemon/tapu lele/,Psychic,Moonblast,Hidden Power,Nature's Madness/Thunderbolt/Focus Blast,Choice Scarf,Psychic Surge,Timid,252 SpA/4 SpD/252 Spe/
Tapu Bulu,https://www.smogon.com/dex/sm/pokemon/tapu bulu/,Horn Leech,Wood Hammer,Superpower,Megahorn/Stone Edge,Choice Scarf,Grassy Surge,Jolly,252 Atk/4 SpD/252 Spe/
Tapu Fini,https://www.smogon.com/dex/sm/pokemon/tapu fini/,Whirlpool,Taunt,Nature's Madness,Moonblast,Leftovers,Misty Surge,Bold,248 HP/156 Def/40 SpD/64 Spe/
Cosmog,https://www.smogon.com/dex/sm/pokemon/cosmog/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Slowpoke,https://www.smogon.com/dex/sm/pokemon/slowpoke/,Slack Off,Scald,Psychic,Calm Mind/Fire Blast/Thunder Wave,Eviolite,Regenerator,Calm,116 HP/76 Def/116 SpA/196 SpD/
Cosmoem,https://www.smogon.com/dex/sm/pokemon/cosmoem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Solgaleo,https://www.smogon.com/dex/sm/pokemon/solgaleo/,Sunsteel Strike,Flare Blitz,Earthquake,Toxic/Wild Charge/Stone Edge,Choice Scarf,Full Metal Body,Jolly,252 Atk/4 SpD/252 Spe/
Lunala,https://www.smogon.com/dex/sm/pokemon/lunala/,Moongeist Beam,Roost,Defog,Will-O-Wisp/Toxic,Leftovers,Shadow Shield,Timid,148 HP/160 Def/200 Spe/
Nihilego,https://www.smogon.com/dex/sm/pokemon/nihilego/,Stealth Rock,Sludge Wave,Pain Split/Protect,Thunderbolt/Power Gem,Black Sludge,Beast Boost,Timid,4 Def/252 SpA/252 Spe/
Buzzwole,https://www.smogon.com/dex/sm/pokemon/buzzwole/,Hammer Arm,Toxic,Roost,Taunt/Earthquake,Leftovers,Beast Boost,Impish,248 HP/184 Def/76 SpD/
Pheromosa,https://www.smogon.com/dex/sm/pokemon/pheromosa/,U-turn,Low Kick,Ice Beam,Poison Jab/Throat Chop,Life Orb,Beast Boost,Naughty,252 Atk/4 SpA/252 Spe/
Xurkitree,https://www.smogon.com/dex/sm/pokemon/xurkitree/,Thunderbolt,Hidden Power,Energy Ball,Tail Glow,Electrium Z,Beast Boost,Modest,252 SpA/4 SpD/252 Spe/
Celesteela,https://www.smogon.com/dex/sm/pokemon/celesteela/,Leech Seed,Protect,Heavy Slam,Flamethrower,Leftovers,Beast Boost,Sassy,252 HP/24 Def/232 SpD/
Kartana,https://www.smogon.com/dex/sm/pokemon/kartana/,Leaf Blade,Knock Off,Synthesis,Defog,Grassium Z,Beast Boost,Jolly,128 HP/128 Atk/252 Spe/
Guzzlord,https://www.smogon.com/dex/sm/pokemon/guzzlord/,Draco Meteor,Dark Pulse/Knock Off,Fire Blast,Heavy Slam,Dragonium Z,Beast Boost,Modest,76 Def/252 SpA/180 Spe/
Wartortle,https://www.smogon.com/dex/sm/pokemon/wartortle/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Slowbro,https://www.smogon.com/dex/sm/pokemon/slowbro/,Scald,Psyshock,Slack Off,Ice Beam,Colbur Berry,Regenerator,Bold,252 HP/252 Def/4 SpA/
Necrozma,https://www.smogon.com/dex/sm/pokemon/necrozma/,Photon Geyser,Heat Wave,Stealth Rock,Moonlight,Wiki Berry,Prism Armor,Timid,252 SpA/4 SpD/252 Spe/
Necrozma-Dawn Wings,https://www.smogon.com/dex/sm/pokemon/necrozma-dawn wings/,Swords Dance,Photon Geyser,Earthquake,Outrage/Stone Edge,Ultranecrozium Z,Prism Armor,Jolly,224 Atk/32 Def/252 Spe/
Necrozma-Dusk Mane,https://www.smogon.com/dex/sm/pokemon/necrozma-dusk mane/,Calm Mind,Photon Geyser,Heat Wave,Power Gem/Dragon Pulse,Ultranecrozium Z,Prism Armor,Timid,32 Def/224 SpA/252 Spe/
Magearna,https://www.smogon.com/dex/sm/pokemon/magearna/,Trick Room,Fleur Cannon,Flash Cannon/Focus Blast,Ice Beam/Thunderbolt,Fairium Z,Soul-Heart,Quiet,0 Atk/0 Spe/
Marshadow,https://www.smogon.com/dex/sm/pokemon/marshadow/,Bulk Up,Spectral Thief,Close Combat,Substitute/Shadow Sneak,Marshadium Z,Technician,Jolly,252 Atk/4 Def/252 Spe/
Poipole,https://www.smogon.com/dex/sm/pokemon/poipole/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Naganadel,https://www.smogon.com/dex/sm/pokemon/naganadel/,Draco Meteor,Sludge Wave,Nasty Plot,Fire Blast,Dragonium Z,Beast Boost,Timid,252 SpA/4 SpD/252 Spe/
Stakataka,https://www.smogon.com/dex/sm/pokemon/stakataka/,Gyro Ball,Rock Blast,Stealth Rock,Toxic/Protect,Leftovers,Beast Boost,Sassy,0 Spe/
Blacephalon,https://www.smogon.com/dex/sm/pokemon/blacephalon/,Flamethrower,Shadow Ball,Substitute,Calm Mind,Ghostium Z,Beast Boost,Timid,232 HP/4 Def/20 SpA/252 Spe/
Zeraora,https://www.smogon.com/dex/sm/pokemon/zeraora/,Bulk Up,Plasma Fists,Close Combat,Giga Impact/Knock Off,Normalium Z,Volt Absorb,Jolly,252 Atk/4 Def/252 Spe/
Meltan,https://www.smogon.com/dex/sm/pokemon/meltan/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Melmetal,https://www.smogon.com/dex/sm/pokemon/melmetal/,Double Iron Bash,Earthquake,Superpower/Thunder Punch,Ice Punch,No Item,Volt Absorb,Impish,
Magnemite,https://www.smogon.com/dex/sm/pokemon/magnemite/,Volt Switch,Flash Cannon,Recycle,Hidden Power/Endure,Berry Juice,Sturdy,Timid,36 Def/236 SpA/236 Spe/
Magneton,https://www.smogon.com/dex/sm/pokemon/magneton/,Thunderbolt,Hidden Power,Flash Cannon,Volt Switch,Choice Scarf,Magnet Pull,Timid,4 Def/252 SpA/252 Spe/
Farfetch'd,https://www.smogon.com/dex/sm/pokemon/farfetch'd/,First Impression,Brave Bird,Leaf Blade,Swords Dance/Frustration/Knock Off,Life Orb,Defiant,Adamant,252 Atk/4 Def/252 Spe/
Doduo,https://www.smogon.com/dex/sm/pokemon/doduo/,Brave Bird,Knock Off,Jump Kick,Quick Attack/Return,Choice Scarf,Early Bird,Jolly,236 Atk/236 Spe/
Dodrio,https://www.smogon.com/dex/sm/pokemon/dodrio/,Brave Bird,Return,Jump Kick,Quick Attack/Pursuit/Knock Off,Choice Band,Early Bird,Jolly,252 Atk/4 SpD/252 Spe/
Seel,https://www.smogon.com/dex/sm/pokemon/seel/,Whirlpool,Perish Song,Protect,Rest,Eviolite,Thick Fat,Bold,236 HP/236 Def/36 SpD/
Dewgong,https://www.smogon.com/dex/sm/pokemon/dewgong/,Whirlpool,Perish Song,Rain Dance,Rest,Leftovers,Hydration,Calm,252 HP/4 Def/252 SpD/
Grimer,https://www.smogon.com/dex/sm/pokemon/grimer/,Gunk Shot,Fire Punch,Giga Drain,Memento/Thief,Berry Juice,Sticky Hold,Brave,36 HP/196 Atk/196 Def/36 SpA/36 SpD/
Grimer-Alola,https://www.smogon.com/dex/sm/pokemon/grimer-alola/,Rest,Sleep Talk,Knock Off,Gunk Shot/Poison Jab,Eviolite,Poison Touch,Adamant,36 HP/196 Atk/196 Def/36 SpD/
Muk,https://www.smogon.com/dex/sm/pokemon/muk/,Rest,Sleep Talk,Curse,Fire Punch/Poison Jab,Leftovers,Sticky Hold,Careful,252 HP/4 Atk/252 SpD/
Muk-Alola,https://www.smogon.com/dex/sm/pokemon/muk-alola/,Pursuit,Poison Jab/Gunk Shot,Knock Off,Fire Punch,Assault Vest,Poison Touch,Adamant,4 HP/252 Atk/252 SpD/
Blastoise,https://www.smogon.com/dex/sm/pokemon/blastoise/,Scald,Toxic,Rapid Spin,Ice Beam/Refresh,Normalium Z,Torrent,Bold,252 HP/60 Def/196 Spe/
Shellder,https://www.smogon.com/dex/sm/pokemon/shellder/,Shell Smash,Icicle Spear,Rock Blast,Liquidation,Eviolite,Skill Link,Jolly,36 HP/236 Atk/36 Def/196 Spe/
Cloyster,https://www.smogon.com/dex/sm/pokemon/cloyster/,Shell Smash,Icicle Spear,Spikes,Rapid Spin/Explosion,Focus Sash,Skill Link,Jolly,252 Atk/4 SpD/252 Spe/
Gastly,https://www.smogon.com/dex/sm/pokemon/gastly/,Shadow Ball,Sludge Bomb,Thunderbolt,Hidden Power/Trick/Dazzling Gleam,Choice Scarf,Levitate,Timid,36 Def/196 SpA/76 SpD/196 Spe/
Haunter,https://www.smogon.com/dex/sm/pokemon/haunter/,Shadow Ball,Sludge Wave,Destiny Bond,Will-O-Wisp/Trick,Choice Scarf,Levitate,Timid,4 Def/252 SpA/252 Spe/
Gengar,https://www.smogon.com/dex/sm/pokemon/gengar/,Taunt,Substitute/Destiny Bond,Sludge Wave,Shadow Ball,Gengarite,Cursed Body,Timid,252 SpA/4 SpD/252 Spe/
Onix,https://www.smogon.com/dex/sm/pokemon/onix/,Stealth Rock,Rock Blast,Earthquake,Protect/Explosion,Eviolite,Weak Armor,Jolly,76 HP/236 Atk/196 Spe/
Drowzee,https://www.smogon.com/dex/sm/pokemon/drowzee/,Psychic,Counter,Wish,Protect,Eviolite,Insomnia,Bold,196 HP/236 Def/12 SpA/36 SpD/20 Spe/
Hypno,https://www.smogon.com/dex/sm/pokemon/hypno/,Hypnosis,Belly Drum,Zen Headbutt,Drain Punch,Psychium Z,Insomnia,Jolly,252 Atk/4 SpD/252 Spe/
Krabby,https://www.smogon.com/dex/sm/pokemon/krabby/,Liquidation,Superpower,Knock Off,Body Slam,Choice Scarf,Sheer Force,Adamant,36 HP/236 Atk/36 Def/196 Spe/
Kingler,https://www.smogon.com/dex/sm/pokemon/kingler/,Agility,Swords Dance,Liquidation,X-Scissor/Knock Off,Life Orb,Sheer Force,Jolly,252 Atk/4 Def/252 Spe/
Castform-Snowy,https://www.smogon.com/dex/sm/pokemon/castform-snowy/,Rain Dance,Hydro Pump,Ice Beam,Thunder,Waterium Z,Forecast,Timid,252 SpA/4 SpD/252 Spe/
Rayquaza-Mega,https://www.smogon.com/dex/sm/pokemon/rayquaza-mega/,Dragon Ascent,Draco Meteor,Extreme Speed,Surf/Earthquake/V-create,Life Orb,Air Lock,Naughty,252 Atk/4 SpA/252 Spe/
Lopunny-Mega,https://www.smogon.com/dex/sm/pokemon/lopunny-mega/,Frustration,High Jump Kick,Power-Up Punch,Encore,Lopunnite,Limber,Jolly,252 Atk/4 SpD/252 Spe/
Gallade-Mega,https://www.smogon.com/dex/sm/pokemon/gallade-mega/,Swords Dance,Close Combat,Zen Headbutt,Knock Off,Galladite,Justified,Jolly,252 Atk/4 Def/252 Spe/
Banette-Mega,https://www.smogon.com/dex/sm/pokemon/banette-mega/,Shadow Claw,Gunk Shot/Knock Off,Will-O-Wisp,Shadow Sneak/Sucker Punch,Life Orb,Insomnia,Adamant,252 Atk/4 Def/252 Spe/
Charizard-Mega-X,https://www.smogon.com/dex/sm/pokemon/charizard-mega-x/,Swords Dance,Flare Blitz,Dragon Claw,Roost,Charizardite X,Tough Claws,Jolly,252 Atk/4 Def/252 Spe/
Diancie-Mega,https://www.smogon.com/dex/sm/pokemon/diancie-mega/,Stealth Rock,Substitute,Endeavor,Moonblast/Diamond Storm,Diancite,Magic Bounce,Timid,240 HP/16 Def/252 Spe/
Steelix-Mega,https://www.smogon.com/dex/sm/pokemon/steelix-mega/,Stealth Rock,Gyro Ball,Earthquake,Curse,Steelixite,Sturdy,Brave,0 Spe/
Alakazam-Mega,https://www.smogon.com/dex/sm/pokemon/alakazam-mega/,Psychic,Focus Blast,Calm Mind/Shadow Ball,Knock Off/Taunt/Energy Ball/Calm Mind/Recover,Alakazite,Magic Guard,Timid,4 Def/252 SpA/252 Spe/
Latios-Mega,https://www.smogon.com/dex/sm/pokemon/latios-mega/,Psychic,Earthquake,Thunderbolt/Draco Meteor/Ice Beam,Roost,Latiosite,Levitate,Naive,4 Atk/252 SpA/252 Spe/
Gyarados-Mega,https://www.smogon.com/dex/sm/pokemon/gyarados-mega/,Dragon Dance,Waterfall,Bounce,Earthquake/Taunt,Flyinium Z,Moxie,Jolly,252 Atk/4 SpD/252 Spe/
Medicham-Mega,https://www.smogon.com/dex/sm/pokemon/medicham-mega/,Fake Out,High Jump Kick,Ice Punch,Thunder Punch/Zen Headbutt,Medichamite,Telepathy,Adamant,252 Atk/4 Def/252 Spe/
Darmanitan-Zen,https://www.smogon.com/dex/sm/pokemon/darmanitan-zen/,Flare Blitz,U-turn,Earthquake,Fire Punch/Rock Slide,Choice Band,Sheer Force,Jolly,252 Atk/4 SpD/252 Spe/
Pidgeot-Mega,https://www.smogon.com/dex/sm/pokemon/pidgeot-mega/,Hurricane,Heat Wave,U-turn,Roost,Pidgeotite,Big Pecks,Timid,4 Def/252 SpA/252 Spe/
Pinsir-Mega,https://www.smogon.com/dex/sm/pokemon/pinsir-mega/,X-Scissor,Close Combat/Earthquake,Stone Edge,Knock Off,Choice Scarf,Moxie,Jolly,252 Atk/4 Def/252 Spe/
Manectric-Mega,https://www.smogon.com/dex/sm/pokemon/manectric-mega/,Volt Switch,Flamethrower/Overheat,Thunderbolt,Hidden Power/Hidden Power,Manectite,Lightning Rod,Timid,4 Def/252 SpA/252 Spe/
Aggron-Mega,https://www.smogon.com/dex/sm/pokemon/aggron-mega/,Heavy Slam,Curse,Rest,Sleep Talk,Aggronite,Sturdy,Careful,252 HP/4 Def/252 SpD/
Aegislash-Blade,https://www.smogon.com/dex/sm/pokemon/aegislash-blade/,King's Shield,Toxic,Gyro Ball,Shadow Ball,Leftovers,Stance Change,Sassy,0 Spe/
Kyogre-Primal,https://www.smogon.com/dex/sm/pokemon/kyogre-primal/,Origin Pulse,Ice Beam,Substitute/Thunder,Calm Mind/Liquidation,Blue Orb,Drizzle,Hasty,4 Def/252 SpA/252 Spe/
Scizor-Mega,https://www.smogon.com/dex/sm/pokemon/scizor-mega/,Swords Dance,Bullet Punch,Roost,Superpower/Knock Off,Scizorite,Light Metal,Impish,248 HP/16 Def/244 SpD/
Mewtwo-Mega-X,https://www.smogon.com/dex/sm/pokemon/mewtwo-mega-x/,Low Kick,Taunt,Zen Headbutt/Ice Beam,Zen Headbutt/Stone Edge,Mewtwonite X,Pressure,Jolly,252 Atk/4 Def/252 Spe/
Sceptile-Mega,https://www.smogon.com/dex/sm/pokemon/sceptile-mega/,Leaf Storm,Giga Drain,Earthquake/Focus Blast,Hidden Power,Life Orb,Overgrow,Timid,4 Def/252 SpA/252 Spe/
Ampharos-Mega,https://www.smogon.com/dex/sm/pokemon/ampharos-mega/,Volt Switch/Thunderbolt,Focus Blast,Hidden Power,Heal Bell,Leftovers,Static,Modest,184 HP/252 SpA/72 Spe/
Houndoom-Mega,https://www.smogon.com/dex/sm/pokemon/houndoom-mega/,Nasty Plot,Fire Blast,Dark Pulse,Sludge Bomb,Houndoominite,Flash Fire,Timid,252 SpA/4 SpD/252 Spe/
Gengar-Mega,https://www.smogon.com/dex/sm/pokemon/gengar-mega/,Taunt,Substitute/Destiny Bond,Sludge Wave,Shadow Ball,Gengarite,Cursed Body,Timid,252 SpA/4 SpD/252 Spe/
Castform-Sunny,https://www.smogon.com/dex/sm/pokemon/castform-sunny/,Rain Dance,Hydro Pump,Ice Beam,Thunder,Waterium Z,Forecast,Timid,252 SpA/4 SpD/252 Spe/
Blaziken-Mega,https://www.smogon.com/dex/sm/pokemon/blaziken-mega/,Swords Dance,Flare Blitz,Low Kick,Knock Off/Stone Edge,Blazikenite,Speed Boost,Jolly,252 Atk/4 Def/252 Spe/
Absol-Mega,https://www.smogon.com/dex/sm/pokemon/absol-mega/,Swords Dance,Knock Off,Sucker Punch,Play Rough/Superpower,Darkinium Z,Justified,Jolly,252 Atk/4 Def/252 Spe/
Cherrim-Sunshine,https://www.smogon.com/dex/sm/pokemon/cherrim-sunshine/,Sunny Day,Swords Dance,Petal Blizzard,Healing Wish/Return,Firium Z,Flower Gift,Jolly,252 Atk/4 Def/252 Spe/
Charizard-Mega-Y,https://www.smogon.com/dex/sm/pokemon/charizard-mega-y/,Swords Dance,Flare Blitz,Dragon Claw,Roost,Charizardite X,Tough Claws,Jolly,252 Atk/4 Def/252 Spe/
Swampert-Mega,https://www.smogon.com/dex/sm/pokemon/swampert-mega/,Waterfall,Earthquake,Toxic/Ice Punch,Superpower/Substitute/Stealth Rock,Swampertite,Swift Swim,Jolly,252 Atk/4 Def/252 Spe/
Venusaur-Mega,https://www.smogon.com/dex/sm/pokemon/venusaur-mega/,Growth,Sludge Bomb,Giga Drain,Hidden Power,Grassium Z,Chlorophyll,Modest,4 Def/252 SpA/252 Spe/
Salamence-Mega,https://www.smogon.com/dex/sm/pokemon/salamence-mega/,Body Slam,Defog,Roost,Dragon Tail/Refresh,Salamencite,Intimidate,Impish,248 HP/136 Def/124 Spe/
Beedrill-Mega,https://www.smogon.com/dex/sm/pokemon/beedrill-mega/,U-turn,Poison Jab,Drill Run,Pursuit/Toxic Spikes/Knock Off,Beedrillite,Swarm,Jolly,252 Atk/4 SpD/252 Spe/
Blastoise-Mega,https://www.smogon.com/dex/sm/pokemon/blastoise-mega/,Scald,Toxic,Rapid Spin,Ice Beam/Refresh,Normalium Z,Torrent,Bold,252 HP/60 Def/196 Spe/
Abomasnow-Mega,https://www.smogon.com/dex/sm/pokemon/abomasnow-mega/,Swords Dance,Wood Hammer,Ice Shard,Earthquake,Abomasite,Soundproof,Adamant,252 Atk/4 SpD/252 Spe/
Necrozma-Ultra,https://www.smogon.com/dex/sm/pokemon/necrozma-ultra/,Swords Dance,Photon Geyser,Earthquake,Outrage/Stone Edge,Ultranecrozium Z,Prism Armor,Jolly,224 Atk/32 Def/252 Spe/
Mimikyu-Busted-Totem,https://www.smogon.com/dex/sm/pokemon/mimikyu-busted-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Altaria-Mega,https://www.smogon.com/dex/sm/pokemon/altaria-mega/,Hyper Voice,Fire Blast,Toxic,Roost,Altarianite,Natural Cure,Modest,248 HP/4 Def/160 SpA/96 Spe/
Mawile-Mega,https://www.smogon.com/dex/sm/pokemon/mawile-mega/,Substitute,Thunder Punch,Ice Punch,Focus Punch,Mawilite,Intimidate,Adamant,144 HP/252 Atk/112 Spe/
Groudon-Primal,https://www.smogon.com/dex/sm/pokemon/groudon-primal/,Rock Polish,Swords Dance,Precipice Blades,Fire Punch/Stone Edge,Red Orb,Drought,Adamant,252 Atk/100 SpD/156 Spe/
