Name,link,Move 1,Move 2,Move 3,Move 4,Item,Ability,Nature,EVs,Formats
Poliwag,https://www.smogon.com/dex/sm/pokemon/poliwag/,Belly Drum,Waterfall,Thief/Hypnosis,Thief/Return,Berry Juice,Water Absorb,Jolly,116 HP/196 Atk/196 Spe/,LC/
Klang,https://www.smogon.com/dex/sm/pokemon/klang/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Klinklang,https://www.smogon.com/dex/sm/pokemon/klinklang/,Shift Gear,Gear Grind,Return/Wild Charge,Substitute/Magnet Rise,Electrium Z,Clear Body,Adamant,68 HP/252 Atk/188 Spe/,NU/RU/
Tynamo,https://www.smogon.com/dex/sm/pokemon/tynamo/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Eelektrik,https://www.smogon.com/dex/sm/pokemon/eelektrik/,Discharge/Wild Charge,U-turn,Rest,Sleep Talk,Eviolite,Levitate,Sassy,252 HP/4 Def/252 SpD/,NFE/
Eelektross,https://www.smogon.com/dex/sm/pokemon/eelektross/,Volt Switch,Giga Drain,Flamethrower,Drain Punch/Acid Spray/Knock Off,Assault Vest,Levitate,Quiet,252 HP/4 Atk/252 SpA/,PU/
Elgyem,https://www.smogon.com/dex/sm/pokemon/elgyem/,Trick Room,Nasty Plot,Psychic,Hidden Power,Eviolite,Analytic,Quiet,0 Spe/,LC/
Beheeyem,https://www.smogon.com/dex/sm/pokemon/beheeyem/,Trick Room,Psyshock/Psychic,Shadow Ball,Signal Beam/Hidden Power,Psychium Z,Analytic,Quiet,0 Spe/,ZU/PU/
Litwick,https://www.smogon.com/dex/sm/pokemon/litwick/,Memento,Trick Room,Pain Split/Fire Blast,Will-O-Wisp,Eviolite,Flame Body,Quiet,0 Spe/,LC/
Lampent,https://www.smogon.com/dex/sm/pokemon/lampent/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Chandelure,https://www.smogon.com/dex/sm/pokemon/chandelure/,Shadow Ball,Fire Blast,Trick,Flamethrower/Hidden Power/Memento,Choice Scarf,Flash Fire,Timid,4 Def/252 SpA/252 Spe/,UU/Monotype/Battle Spot Singles/1v1/
Poliwhirl,https://www.smogon.com/dex/sm/pokemon/poliwhirl/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Axew,https://www.smogon.com/dex/sm/pokemon/axew/,Dragon Dance,Dual Chop/Outrage,Superpower,Poison Jab/Iron Tail,Eviolite,Mold Breaker,Adamant,68 HP/220 Atk/220 Spe/,LC/
Fraxure,https://www.smogon.com/dex/sm/pokemon/fraxure/,Swords Dance,Outrage,Stomping Tantrum,Superpower/Iron Tail,Eviolite,Mold Breaker,Jolly,4 HP/252 Atk/252 Spe/,NFE/ZU/
Haxorus,https://www.smogon.com/dex/sm/pokemon/haxorus/,Dragon Dance,Outrage,Earthquake,Poison Jab,Lum Berry,Mold Breaker,Jolly,252 Atk/4 SpD/252 Spe/,UU/1v1/
Cubchoo,https://www.smogon.com/dex/sm/pokemon/cubchoo/,Ice Punch,Superpower,Play Rough,Surf,Berry Juice,Slush Rush,Naughty,76 HP/196 Atk/36 SpA/196 Spe/,LC/
Beartic,https://www.smogon.com/dex/sm/pokemon/beartic/,Icicle Crash,Superpower,Throat Chop/Substitute,Swords Dance,Icium Z,Slush Rush,Adamant,29 HP/,ZU/PU/
Cryogonal,https://www.smogon.com/dex/sm/pokemon/cryogonal/,Defog/Rapid Spin,Recover,Freeze-Dry/Frost Breath,Toxic/Hidden Power/Hidden Power,Leftovers,Levitate,Timid,0 Atk/,PU/
Shelmet,https://www.smogon.com/dex/sm/pokemon/shelmet/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Accelgor,https://www.smogon.com/dex/sm/pokemon/accelgor/,Spikes,Bug Buzz,Focus Blast,Recover,Fightinium Z,Hydration,Timid,252 SpA/4 SpD/252 Spe/,NU/
Stunfisk,https://www.smogon.com/dex/sm/pokemon/stunfisk/,Stealth Rock,Discharge,Earth Power,Protect/Toxic,Leftovers,Static,Bold,252 HP/252 Def/4 SpD/,PU/
Mienfoo,https://www.smogon.com/dex/sm/pokemon/mienfoo/,Bounce,High Jump Kick,Fake Out,U-turn/Knock Off,Flyinium Z,Reckless,Jolly,156 Atk/116 Def/236 Spe/,LC/
Poliwrath,https://www.smogon.com/dex/sm/pokemon/poliwrath/,Circle Throw,Scald,Toxic,Protect,Leftovers,Water Absorb,Bold,252 HP/200 Def/56 Spe/,ZU/PU/LGPE OU/
Mienshao,https://www.smogon.com/dex/sm/pokemon/mienshao/,High Jump Kick,Knock Off,U-turn,Fake Out,Assault Vest,Regenerator,Jolly,100 HP/156 SpD/252 Spe/,UU/
Druddigon,https://www.smogon.com/dex/sm/pokemon/druddigon/,Stealth Rock,Outrage,Earthquake,Glare/Taunt,Dragonium Z,Mold Breaker,Adamant,252 Atk/4 Def/252 Spe/,NU/
Golett,https://www.smogon.com/dex/sm/pokemon/golett/,Drain Punch,Earthquake,Stealth Rock,Shadow Punch/Ice Punch,Eviolite,Iron Fist,Adamant,44 HP/164 Atk/196 Def/76 Spe/,LC/
Golurk,https://www.smogon.com/dex/sm/pokemon/golurk/,Stealth Rock,Earthquake,Shadow Punch,Ice Punch,Colbur Berry,Iron Fist,Jolly,252 Atk/4 Def/252 Spe/,PU/Monotype/
Pawniard,https://www.smogon.com/dex/sm/pokemon/pawniard/,Swords Dance,Knock Off,Sucker Punch,Iron Head,Eviolite,Defiant,Adamant,252 Atk/4 Def/252 Spe/,ZU/PU/LC/NFE/
Bisharp,https://www.smogon.com/dex/sm/pokemon/bisharp/,Pursuit,Knock Off,Iron Head,Sucker Punch,Assault Vest,Defiant,Adamant,188 HP/236 Atk/84 Spe/,UU/OU/Monotype/
Bouffalant,https://www.smogon.com/dex/sm/pokemon/bouffalant/,Head Charge,Earthquake,Pursuit,Facade/Toxic,Choice Band,Reckless,Adamant,252 Atk/4 SpD/252 Spe/,ZU/PU/
Rufflet,https://www.smogon.com/dex/sm/pokemon/rufflet/,Aerial Ace/Brave Bird,Facade/Superpower,Bulk Up,Roost,Eviolite,Hustle,Impish,116 HP/12 Atk/116 Def/196 SpD/36 Spe/,LC/
Braviary,https://www.smogon.com/dex/sm/pokemon/braviary/,Substitute,Bulk Up,Brave Bird,Roost,Leftovers,Defiant,Jolly,252 HP/160 SpD/96 Spe/,NU/
Vullaby,https://www.smogon.com/dex/sm/pokemon/vullaby/,Brave Bird,Knock Off,U-turn,Hidden Power/Defog,Choice Scarf,Overcoat,Jolly,30 HP/30 SpA/,LC/NFE/
Abra,https://www.smogon.com/dex/sm/pokemon/abra/,Psychic,Dazzling Gleam,Energy Ball/Hidden Power/Hidden Power,Substitute,Life Orb,Magic Guard,Timid,240 SpA/200 Spe/,LC/
Mandibuzz,https://www.smogon.com/dex/sm/pokemon/mandibuzz/,Defog,U-turn/Taunt,Roost,Knock Off/Foul Play,Rocky Helmet,Overcoat,Careful,248 HP/20 Def/240 SpD/,RU/UU/Monotype/VGC17/Mix and Mega/
Heatmor,https://www.smogon.com/dex/sm/pokemon/heatmor/,Fire Lash,Sucker Punch,Giga Drain/Knock Off,Superpower,Life Orb,Flash Fire,Naive,252 Atk/4 SpD/252 Spe/,PU/
Durant,https://www.smogon.com/dex/sm/pokemon/durant/,Hone Claws,Iron Head,Superpower,Rock Slide/Crunch,Steelium Z,Hustle,Jolly,4 HP/252 Atk/252 Spe/,UU/1v1/
Deino,https://www.smogon.com/dex/sm/pokemon/deino/,Outrage,Crunch,Superpower,Zen Headbutt,Choice Scarf,Hustle,Jolly,20 HP/236 Atk/36 SpD/212 Spe/,LC/
Zweilous,https://www.smogon.com/dex/sm/pokemon/zweilous/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Hydreigon,https://www.smogon.com/dex/sm/pokemon/hydreigon/,Draco Meteor,Dark Pulse,U-turn/Flash Cannon,U-turn/Fire Blast,Choice Specs,Levitate,Timid,252 SpA/4 SpD/252 Spe/,UU/OU/Monotype/Battle Spot Singles/VGC18/Draft/1v1/
Larvesta,https://www.smogon.com/dex/sm/pokemon/larvesta/,Flare Blitz,Morning Sun,U-turn,Wild Charge/Will-O-Wisp,Eviolite,Flame Body,Impish,76 HP/236 Def/156 SpD/36 Spe/,LC/
Volcarona,https://www.smogon.com/dex/sm/pokemon/volcarona/,Quiver Dance,Flamethrower,Bug Buzz,Roost,Buginium Z,Flame Body,Timid,248 HP/112 Def/148 Spe/,OU/Monotype/Doubles/Battle Spot Singles/VGC18/1v1/
Cobalion,https://www.smogon.com/dex/sm/pokemon/cobalion/,Calm Mind,Flash Cannon,Focus Blast,Volt Switch/Hidden Power,Electrium Z,Justified,Timid,252 SpA/4 SpD/252 Spe/,UU/Monotype/
Terrakion,https://www.smogon.com/dex/sm/pokemon/terrakion/,Close Combat,Stone Edge,Earthquake,Quick Attack/Toxic,Choice Band,Justified,Jolly,252 Atk/4 Def/252 Spe/,UU/OU/Monotype/Mix and Mega/1v1/
Kadabra,https://www.smogon.com/dex/sm/pokemon/kadabra/,Calm Mind,Psyshock/Psychic,Shadow Ball,Dazzling Gleam/Signal Beam,Life Orb,Magic Guard,Timid,252 SpA/4 SpD/252 Spe/,ZU/PU/NFE/
Virizion,https://www.smogon.com/dex/sm/pokemon/virizion/,Swords Dance,Close Combat,Leaf Blade,Stone Edge/Synthesis,Life Orb,Justified,Jolly,252 Atk/4 SpD/252 Spe/,RU/
Tornadus,https://www.smogon.com/dex/sm/pokemon/tornadus/,Hurricane,U-turn,Heat Wave/Superpower,Tailwind/Defog,Flyinium Z,Prankster,Timid,4 Atk/252 SpA/252 Spe/,UU/Doubles/VGC19/
Tornadus-Therian,https://www.smogon.com/dex/sm/pokemon/tornadus-therian/,Hurricane,Heat Wave/Focus Blast/Knock Off,Taunt/U-turn,Defog,Fightinium Z,Regenerator,Timid,128 HP/8 Def/156 SpA/216 Spe/,OU/Monotype/CAP/Draft/
Thundurus,https://www.smogon.com/dex/sm/pokemon/thundurus/,Nasty Plot,Thunderbolt,Hidden Power,Focus Blast,Fightinium Z,Prankster,Timid,4 Def/252 SpA/252 Spe/,OU/Monotype/Battle Spot Singles/1v1/
Thundurus-Therian,https://www.smogon.com/dex/sm/pokemon/thundurus-therian/,Nasty Plot,Thunderbolt,Hidden Power,Focus Blast,Fightinium Z,Volt Absorb,Timid,4 Def/252 SpA/252 Spe/,OU/Monotype/Battle Spot Singles/VGC18/1v1/
Reshiram,https://www.smogon.com/dex/sm/pokemon/reshiram/,Blue Flare,Draco Meteor,Roost,Stone Edge/Toxic,Life Orb,Turboblaze,Modest,104 HP/252 SpA/152 Spe/,Uber/
Zekrom,https://www.smogon.com/dex/sm/pokemon/zekrom/,Bolt Strike,Dragon Tail,Toxic,Roost,Leftovers,Teravolt,Impish,252 HP/4 Atk/252 Def/,Uber/BH/
Landorus,https://www.smogon.com/dex/sm/pokemon/landorus/,Earth Power,Rock Slide,Knock Off/Stealth Rock,Hidden Power,Life Orb,Sheer Force,Naive,4 Atk/252 SpA/252 Spe/,Uber/Monotype/Doubles/Draft/1v1/
Landorus-Therian,https://www.smogon.com/dex/sm/pokemon/landorus-therian/,Stealth Rock,Earthquake,Hidden Power/Imprison/Rock Tomb,U-turn/Imprison/Explosion,Yache Berry,Intimidate,Jolly,252 Atk/4 SpD/252 Spe/,OU/Monotype/Doubles/Battle Spot Singles/VGC19/VGC18/Draft/1v1/
Kyurem,https://www.smogon.com/dex/sm/pokemon/kyurem/,Substitute,Ice Beam,Earth Power,Roost,Icium Z,Pressure,Timid,56 HP/196 SpA/4 SpD/252 Spe/,OU/UU/1v1/
Kyurem-Black,https://www.smogon.com/dex/sm/pokemon/kyurem-black/,Freeze Shock,Fusion Bolt,Ice Beam,Hone Claws/Earth Power/Substitute/Roost,Icium Z,Teravolt,Naive,252 Atk/4 SpA/252 Spe/,OU/Monotype/Doubles/BH/Draft/
Kyurem-White,https://www.smogon.com/dex/sm/pokemon/kyurem-white/,Ice Beam,Draco Meteor,Fusion Flare,Earth Power/Roost,Choice Specs,Turboblaze,Modest,252 SpA/4 SpD/252 Spe/,Uber/BH/
Keldeo,https://www.smogon.com/dex/sm/pokemon/keldeo/,Calm Mind,Hydro Pump/Scald,Secret Sword,Taunt/Substitute,Waterium Z,Justified,Timid,252 SpA/4 SpD/252 Spe/,OU/Monotype/1v1/
Keldeo-Resolute,https://www.smogon.com/dex/sm/pokemon/keldeo-resolute/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Meloetta,https://www.smogon.com/dex/sm/pokemon/meloetta/,Celebrate,Psychic,Focus Blast,Shadow Ball/Hyper Voice,Normalium Z,Serene Grace,Timid,252 SpA/4 SpD/252 Spe/,UU/Monotype/1v1/
Genesect,https://www.smogon.com/dex/sm/pokemon/genesect/,U-turn,Iron Head,Extreme Speed,Explosion,Choice Band,Download,Hasty,252 Atk/4 SpD/252 Spe/,Uber/Doubles/1v1/
Genesect-Burn,https://www.smogon.com/dex/sm/pokemon/genesect-burn/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Genesect-Chill,https://www.smogon.com/dex/sm/pokemon/genesect-chill/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Genesect-Douse,https://www.smogon.com/dex/sm/pokemon/genesect-douse/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Genesect-Shock,https://www.smogon.com/dex/sm/pokemon/genesect-shock/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Alakazam,https://www.smogon.com/dex/sm/pokemon/alakazam/,Psychic,Focus Blast,Calm Mind/Shadow Ball,Knock Off/Taunt/Energy Ball/Calm Mind/Recover,Alakazite,Magic Guard,Timid,4 Def/252 SpA/252 Spe/,OU/Monotype/Battle Spot Singles/CAP/1v1/LGPE OU/
Chespin,https://www.smogon.com/dex/sm/pokemon/chespin/,Seed Bomb,Zen Headbutt,Synthesis,Rock Slide/Drain Punch/Spikes,Eviolite,Bulletproof,Impish,68 HP/28 Atk/156 Def/236 SpD/,LC/
Quilladin,https://www.smogon.com/dex/sm/pokemon/quilladin/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Chesnaught,https://www.smogon.com/dex/sm/pokemon/chesnaught/,Spikes,Roar/Wood Hammer,Drain Punch,Synthesis,Rocky Helmet,Bulletproof,Impish,244 HP/252 Def/12 Spe/,UU/1v1/
Fennekin,https://www.smogon.com/dex/sm/pokemon/fennekin/,Fire Blast,Solar Beam,Psychic,Will-O-Wisp,Power Herb,Magician,Timid,36 HP/36 Def/180 SpA/36 SpD/196 Spe/,LC/
Braixen,https://www.smogon.com/dex/sm/pokemon/braixen/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Delphox,https://www.smogon.com/dex/sm/pokemon/delphox/,Fire Blast,Psyshock/Psychic,Grass Knot/Dazzling Gleam,Trick,Choice Scarf,Blaze,Timid,252 SpA/4 SpD/252 Spe/,NU/1v1/
Froakie,https://www.smogon.com/dex/sm/pokemon/froakie/,Hydro Pump,Ice Beam,U-turn,Hidden Power/Hidden Power,Life Orb,Protean,Naive,30 Atk/30 SpA/30 Spe/,LC/
Frogadier,https://www.smogon.com/dex/sm/pokemon/frogadier/,Hydro Pump,Ice Beam,Dark Pulse,Gunk Shot/Hidden Power,Life Orb,Protean,Naive,4 Atk/252 SpA/252 Spe/,NFE/
Greninja,https://www.smogon.com/dex/sm/pokemon/greninja/,Gunk Shot/Rock Slide,U-turn,Ice Beam,Low Kick/Spikes,Choice Scarf,Protean,Naive,176 Atk/80 SpA/252 Spe/,OU/Uber/Monotype/Battle Spot Singles/CAP/Draft/1v1/
Greninja-Bond,https://www.smogon.com/dex/sm/pokemon/greninja-bond/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Bunnelby,https://www.smogon.com/dex/sm/pokemon/bunnelby/,Return,Quick Attack,Earthquake,Iron Head,Life Orb,Huge Power,Jolly,4 HP/,LC/
Machop,https://www.smogon.com/dex/sm/pokemon/machop/,Dynamic Punch,Knock Off,Poison Jab,Rock Slide,Choice Scarf,No Guard,Jolly,36 HP/196 Atk/36 Def/236 Spe/,LC/
Diggersby,https://www.smogon.com/dex/sm/pokemon/diggersby/,Earthquake,Return,Quick Attack,Fire Punch/Spikes,Choice Band,Huge Power,Adamant,252 Atk/4 Def/252 Spe/,OU/Monotype/1v1/
Fletchling,https://www.smogon.com/dex/sm/pokemon/fletchling/,Acrobatics,Swords Dance,Flame Charge/U-turn,Hidden Power/Overheat/Substitute,Berry Juice,Gale Wings,Adamant,196 Atk/92 Def/180 Spe/,LC/
Fletchinder,https://www.smogon.com/dex/sm/pokemon/fletchinder/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Talonflame,https://www.smogon.com/dex/sm/pokemon/talonflame/,Swords Dance,Brave Bird,Flame Charge/Flare Blitz,Flame Charge/Roost/Taunt,Flyinium Z,Gale Wings,Jolly,252 Atk/4 Def/252 Spe/,UU/Monotype/VGC17/1v1/
Scatterbug,https://www.smogon.com/dex/sm/pokemon/scatterbug/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Spewpa,https://www.smogon.com/dex/sm/pokemon/spewpa/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Vivillon,https://www.smogon.com/dex/sm/pokemon/vivillon/,Quiver Dance,Hurricane,Substitute/Energy Ball,Sleep Powder,Leftovers,Compound Eyes,Timid,252 SpA/4 SpD/252 Spe/,NU/AG/RU/1v1/
Vivillon-Fancy,https://www.smogon.com/dex/sm/pokemon/vivillon-fancy/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Vivillon-Pokeball,https://www.smogon.com/dex/sm/pokemon/vivillon-pokeball/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Litleo,https://www.smogon.com/dex/sm/pokemon/litleo/,Flare Blitz,Return,Flame Charge,Hidden Power/Wild Charge,Firium Z,Moxie,Jolly,20 HP/196 Atk/52 Def/4 SpD/180 Spe/,LC/
Pyroar,https://www.smogon.com/dex/sm/pokemon/pyroar/,Fire Blast,Hyper Voice,Hidden Power/Solar Beam,Taunt,Normalium Z,Unnerve,Timid,252 SpA/4 SpD/252 Spe/,NU/
Flabebe,https://www.smogon.com/dex/sm/pokemon/flabebe/,Calm Mind,Psychic,Moonblast,Synthesis,Eviolite,Flower Veil,Bold,164 HP/204 Def/108 SpA/20 Spe/,LC/
Machoke,https://www.smogon.com/dex/sm/pokemon/machoke/,Bulk Up,Dynamic Punch,Rest/Knock Off,Rest/Heavy Slam/Earthquake,Eviolite,No Guard,Careful,208 HP/252 SpD/48 Spe/,NFE/ZU/
Floette,https://www.smogon.com/dex/sm/pokemon/floette/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Florges,https://www.smogon.com/dex/sm/pokemon/florges/,Moonblast,Synthesis,Aromatherapy,Wish,Leftovers,Symbiosis,Timid,252 HP/120 Def/136 Spe/,RU/UU/
Skiddo,https://www.smogon.com/dex/sm/pokemon/skiddo/,Bulk Up,Horn Leech,Rock Slide,Brick Break/Zen Headbutt,Eviolite,Sap Sipper,Careful,236 Atk/52 Def/220 SpD/,LC/
Gogoat,https://www.smogon.com/dex/sm/pokemon/gogoat/,Bulk Up,Horn Leech,Rock Slide/Earthquake,Milk Drink,Leftovers,Sap Sipper,Careful,252 HP/4 Atk/252 SpD/,PU/
Pancham,https://www.smogon.com/dex/sm/pokemon/pancham/,Swords Dance,Drain Punch,Knock Off,Zen Headbutt/Gunk Shot,Eviolite,Iron Fist,Adamant,180 Atk/100 Def/212 SpD/12 Spe/,LC/
Pangoro,https://www.smogon.com/dex/sm/pokemon/pangoro/,Knock Off,Hammer Arm/Superpower,Drain Punch,Zen Headbutt/Bullet Punch,Choice Band,Iron Fist,Adamant,252 Atk/4 SpD/252 Spe/,NU/RU/
Furfrou,https://www.smogon.com/dex/sm/pokemon/furfrou/,Return,U-turn,Surf,Toxic/Sucker Punch,Choice Band,Fur Coat,Jolly,252 Atk/4 Def/252 Spe/,ZU/PU/
Espurr,https://www.smogon.com/dex/sm/pokemon/espurr/,Thunderbolt,Psychic,Substitute,Hidden Power,Electrium Z,Infiltrator,Timid,0 Atk/30 SpA/30 Spe/,LC/
Meowstic-F,https://www.smogon.com/dex/sm/pokemon/meowstic-f/,Psyshock,Signal Beam,Hidden Power,Calm Mind,Colbur Berry,Competitive,Timid,4 Def/252 SpA/252 Spe/,PU/
Meowstic-M,https://www.smogon.com/dex/sm/pokemon/meowstic-m/,Reflect,Light Screen,Thunder Wave/Yawn,Psychic,Light Clay,Prankster,Bold,252 HP/252 Def/4 SpD/,PU/
Honedge,https://www.smogon.com/dex/sm/pokemon/honedge/,Shadow Sneak,Iron Head,Rock Slide/Sacred Sword,Swords Dance/Pursuit,Berry Juice,No Guard,Adamant,76 HP/116 Atk/116 Def/140 SpD/52 Spe/,LC/
Machamp,https://www.smogon.com/dex/sm/pokemon/machamp/,Close Combat,Knock Off,Thunder Punch/Ice Punch,Bullet Punch,Assault Vest,Guts,Adamant,252 HP/200 Atk/56 Spe/,RU/LGPE OU/
Doublade,https://www.smogon.com/dex/sm/pokemon/doublade/,Swords Dance,Iron Head/Gyro Ball,Sacred Sword/Shadow Claw,Shadow Sneak,Eviolite,No Guard,Adamant,0 Spe/,UU/
Aegislash,https://www.smogon.com/dex/sm/pokemon/aegislash/,King's Shield,Toxic,Gyro Ball,Shadow Ball,Leftovers,Stance Change,Sassy,0 Spe/,Uber/Doubles/Battle Spot Singles/Battle Spot Doubles/VGC18/1v1/
Spritzee,https://www.smogon.com/dex/sm/pokemon/spritzee/,Nasty Plot,Moonblast,Psychic,Trick Room,Berry Juice,Aroma Veil,Modest,52 HP/116 Def/252 SpA/76 SpD/12 Spe/,LC/
Aromatisse,https://www.smogon.com/dex/sm/pokemon/aromatisse/,Trick Room,Nasty Plot,Moonblast,Hidden Power/Psychic,Fairium Z,Aroma Veil,Quiet,0 Atk/0 Spe/,NU/
Swirlix,https://www.smogon.com/dex/sm/pokemon/swirlix/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Slurpuff,https://www.smogon.com/dex/sm/pokemon/slurpuff/,Belly Drum,Play Rough,Return,Drain Punch,Sitrus Berry,Unburden,Jolly,4 HP/252 Atk/252 Spe/,RU/
Inkay,https://www.smogon.com/dex/sm/pokemon/inkay/,Superpower,Knock Off,Psycho Cut,Switcheroo,Choice Scarf,Contrary,Adamant,12 HP/244 Atk/12 Def/236 Spe/,LC/
Malamar,https://www.smogon.com/dex/sm/pokemon/malamar/,Superpower,Knock Off,Rest,Sleep Talk,Leftovers,Contrary,Careful,252 HP/4 Def/252 SpD/,NU/
Binacle,https://www.smogon.com/dex/sm/pokemon/binacle/,Shell Smash,Liquidation,Stone Edge,Cross Chop,Eviolite,Tough Claws,Adamant,20 HP/180 Atk/60 Def/148 SpD/36 Spe/,LC/
Barbaracle,https://www.smogon.com/dex/sm/pokemon/barbaracle/,Shell Smash,Stone Edge,Liquidation,Earthquake/Grass Knot,Rockium Z,Tough Claws,Jolly,252 Atk/4 SpA/252 Spe/,UU/RU/
Bellsprout,https://www.smogon.com/dex/sm/pokemon/bellsprout/,Solar Beam,Sludge Bomb,Weather Ball,Growth/Sleep Powder,Life Orb,Chlorophyll,Timid,76 Def/196 SpA/36 SpD/196 Spe/,LC/
Skrelp,https://www.smogon.com/dex/sm/pokemon/skrelp/,Sludge Wave,Hydro Pump,Hidden Power/Hidden Power,Scald/Toxic Spikes,Eviolite,Adaptability,Calm,116 HP/116 Def/200 SpA/36 SpD/40 Spe/,LC/
Dragalge,https://www.smogon.com/dex/sm/pokemon/dragalge/,Draco Meteor,Sludge Bomb,Focus Blast,Toxic Spikes,Dragonium Z,Adaptability,Modest,204 HP/252 SpA/52 Spe/,RU/Monotype/
Clauncher,https://www.smogon.com/dex/sm/pokemon/clauncher/,U-turn,Water Pulse,Ice Beam,Hidden Power/Hidden Power,Choice Scarf,Mega Launcher,Modest,20 Def/212 SpA/12 SpD/244 Spe/,LC/
Clawitzer,https://www.smogon.com/dex/sm/pokemon/clawitzer/,Substitute,Toxic,Water Pulse,Ice Beam/Dark Pulse,Leftovers,Mega Launcher,Modest,100 HP/252 SpA/156 Spe/,NU/
Helioptile,https://www.smogon.com/dex/sm/pokemon/helioptile/,Thunderbolt,Surf,Hidden Power/Glare,U-turn,Life Orb,Dry Skin,Timid,11 HP/,LC/
Heliolisk,https://www.smogon.com/dex/sm/pokemon/heliolisk/,Volt Switch,Hyper Voice,Thunderbolt,Surf,Choice Specs,Dry Skin,Timid,4 Def/252 SpA/252 Spe/,NU/
Tyrunt,https://www.smogon.com/dex/sm/pokemon/tyrunt/,Dragon Dance,Rock Slide/Stone Edge,Outrage,Superpower/Earthquake,Berry Juice,Sturdy,Jolly,23 HP/,LC/
Tyrantrum,https://www.smogon.com/dex/sm/pokemon/tyrantrum/,Rock Polish,Head Smash,Outrage,Earthquake,Rockium Z,Rock Head,Jolly,4 HP/252 Atk/252 Spe/,RU/
Amaura,https://www.smogon.com/dex/sm/pokemon/amaura/,Hyper Voice/Blizzard,Earth Power,Thunderbolt,Hyper Beam/Ancient Power,Choice Scarf,Refrigerate,Timid,60 HP/220 SpA/228 Spe/,LC/
Aurorus,https://www.smogon.com/dex/sm/pokemon/aurorus/,Stealth Rock,Blizzard,Encore,Earth Power/Rock Tomb,Focus Sash,Snow Warning,Timid,4 Atk/252 SpA/252 Spe/,PU/UU/NU/
Squirtle,https://www.smogon.com/dex/sm/pokemon/squirtle/,Rapid Spin,Fake Out,Waterfall,Yawn/Ice Punch/Aqua Jet,Eviolite,Torrent,Impish,84 HP/52 Atk/156 Def/84 SpD/92 Spe/,LC/
Weepinbell,https://www.smogon.com/dex/sm/pokemon/weepinbell/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Sylveon,https://www.smogon.com/dex/sm/pokemon/sylveon/,Hyper Voice,Wish,Protect,Heal Bell,Leftovers,Pixilate,Bold,252 HP/252 Def/4 SpA/,UU/Monotype/1v1/
Hawlucha,https://www.smogon.com/dex/sm/pokemon/hawlucha/,Acrobatics,Swords Dance,High Jump Kick,Roost,Psychic Seed,Unburden,Adamant,96 HP/252 Atk/36 SpD/124 Spe/,OU/Monotype/1v1/
Dedenne,https://www.smogon.com/dex/sm/pokemon/dedenne/,Substitute,Recycle,Thunderbolt,Hidden Power,Petaya Berry,Cheek Pouch,Timid,4 HP/252 SpA/252 Spe/,PU/
Carbink,https://www.smogon.com/dex/sm/pokemon/carbink/,Trick Room,Stealth Rock,Magic Coat,Explosion,Mental Herb,Sturdy,Relaxed,248 HP/8 Atk/252 Def/,ZU/PU/
Goomy,https://www.smogon.com/dex/sm/pokemon/goomy/,Dragon Pulse,Hidden Power/Sludge Wave,Rest,Sleep Talk,Eviolite,Sap Sipper,Bold,76 HP/236 Def/156 SpD/40 Spe/,LC/
Sliggoo,https://www.smogon.com/dex/sm/pokemon/sliggoo/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
